accurate,author_birth_year,gutenberg_id,id,period_start_year
True,1707,1147,4200,1700
False,1856,23640,8584,1900
False,1814,4872,6602,1700
False,1688,16346,3919,1700
False,1911,20519,11529,1700
False,1869,20370,10130,1700
False,1920,578,11408,1700
False,1685,31848,4008,1700
False,1875,33490,10066,1700
True,1929,29563,11871,1900
False,1906,42243,12515,1700
False,1823,26572,7951,1700
True,1871,24134,10253,1800
False,1888,29041,11044,1700
False,1697,47130,4107,1700
False,1846,21214,8748,1700
True,1787,28879,5636,1700
False,1621,28375,3979,1700
False,1857,24764,8664,1700
False,1787,22846,5488,1800
True,1874,48241,9645,1800
False,1822,8904,7471,1700
True,1791,21973,5458,1700
True,1749,33670,5783,1700
False,1837,18009,8336,1700
False,1811,50370,7045,1700
False,1882,16054,11222,1700
False,1904,19445,11514,1700
False,1882,13998,11098,1700
True,1771,22656,5473,1700
False,1633,4132,3661,1800
False,1853,7386,9389,1700
False,1917,7190,11431,1800
False,1865,8492,9725,1700
True,1778,3574,4467,1700
True,1852,43568,9102,1800
False,1830,35639,7746,1700
False,1870,2360,9730,1700
False,1763,35664,5843,1800
False,1795,24280,5517,1800
True,1840,33179,8729,1800
False,1642,33504,4018,1800
False,1846,34923,9137,1700
False,1874,15625,10160,1700
False,1971,19000,11500,1800
False,1719,38444,5975,1800
True,1807,38486,6906,1800
False,1828,21489,8202,1700
False,1898,29705,11296,1700
True,1789,2792,4392,1700
False,1888,42960,10491,1700
False,1648,15649,3904,1700
False,1927,29355,11851,1700
True,1803,7645,6626,1800
True,1817,43591,7178,1800
True,1865,39786,10185,1800
False,1883,42800,10885,1700
False,1804,34308,7273,1700
False,1856,38283,8624,1700
False,1910,20154,11524,1700
False,1925,31585,12066,1700
False,1692,3150,3591,1800
False,1869,31382,9749,1700
False,1910,51082,12635,1800
False,1621,5292,3766,1700
True,1830,33878,8100,1800
True,1783,32987,5768,1700
False,1829,31837,7617,1700
True,1814,4814,6532,1800
True,1804,7879,6841,1800
True,1775,10125,4942,1700
False,1837,9940,8287,1900
True,1794,16227,5253,1700
True,1870,22745,10026,1800
False,1922,28892,11816,1700
True,1859,29259,8649,1800
True,1750,26457,5572,1700
False,1817,38175,6931,1700
False,1863,40697,9976,1700
True,1849,10370,9191,1800
False,1910,34720,12380,1700
True,1726,12861,5089,1700
False,1631,44050,4092,1700
False,1835,43935,8207,1700
False,1824,22195,8272,1700
False,1856,50747,8778,1700
False,1826,53391,8277,1700
True,1758,15469,5203,1700
False,1770,13065,5104,1800
True,1837,5490,7736,1800
True,1772,151,4147,1700
False,1889,16064,11301,1700
True,1804,33,6631,1800
True,1866,34945,9493,1800
False,1914,32209,12155,1800
False,1725,2961,4407,1800
True,1852,7508,9107,1800
False,1900,47055,12545,1700
False,1657,6509,3795,1700
True,1818,39401,6454,1800
False,1614,30327,3993,1800
True,1792,18601,5348,1700
True,1755,13381,5119,1700
False,1857,38938,8499,1700
True,1741,16445,5263,1700
True,1793,38332,5965,1700
False,1842,12658,9117,1700
True,1792,21559,5438,1700
True,1891,30011,10738,1800
False,1787,11956,5049,1800
False,1915,30963,12008,1700
False,1908,49074,12555,1700
False,1694,2445,3581,1800
False,1884,48487,11291,1900
False,1901,34554,12370,1800
True,1807,9562,6881,1800
False,1907,11924,11451,1800
False,1772,41212,6129,1800
True,1788,25340,5542,1700
False,1825,47085,8312,1700
False,1834,234,8416,1700
False,1881,25390,11137,1700
True,1896,30408,11019,1800
False,1836,25508,7981,1700
True,1811,47958,7417,1800
True,1881,18644,11325,1800
True,1760,7258,4763,1700
False,1823,5156,7672,1700
False,1815,9476,7223,1700
False,1835,41375,7816,1700
True,1782,3759,4480,1700
False,1697,51459,4122,1800
False,1511,21212,3439,1700
False,1885,14492,10655,1700
True,1822,12549,7856,1800
False,1888,33906,10660,1700
False,1926,51268,12665,1700
False,1851,28613,9275,1700
False,1633,7554,3825,1700
True,1776,9478,4913,1700
True,1783,41,4137,1700
True,1771,45778,6301,1700
False,1574,6749,3384,1800
False,1879,26517,10011,1700
False,1808,7295,6572,1700
False,1814,41570,7312,1700
True,1786,28745,5631,1700
False,1657,7798,3829,1800
False,1813,38147,6671,1700
True,1749,3882,4490,1700
False,1867,12608,9740,1700
True,1795,52413,6425,1700
False,1898,2003,10773,1700
False,1564,1094,3205,1700
False,1850,322,8843,1700
False,1876,42427,10298,1700
False,1853,32016,8968,1700
False,1866,39515,9607,1700
False,1903,50290,12575,1700
True,1794,45851,6306,1700
True,1811,34922,6517,1800
False,1832,3802,8212,1700
False,1884,18050,11261,1700
False,1880,5094,11029,1700
True,1878,17745,9991,1800
False,1847,36625,8574,1700
True,1868,20696,9568,1800
False,1857,525,9315,1700
False,1783,36544,5892,1800
False,1876,17767,10046,1700
True,1707,45639,6296,1700
False,1901,40647,12465,1800
True,1778,3569,4462,1700
False,1837,21340,7481,1700
False,1718,26870,5582,1800
False,1885,40017,10975,1700
False,1835,3199,8356,1700
False,1844,16529,8724,1700
True,1797,12561,5079,1700
False,1918,31355,12048,1700
True,1844,5127,9240,1800
False,1819,22230,7317,1700
True,1849,51732,9013,1800
False,1894,11402,10600,1700
False,1622,27072,3974,1700
False,1837,40237,8292,1700
False,1861,15733,10331,1700
False,1923,32410,12185,1700
True,1737,731,4172,1700
False,1898,51409,10910,1700
False,1809,22728,6806,1700
False,1814,510,6946,1700
False,1719,16724,5278,1800
False,1917,30339,11954,1700
True,1869,46439,9867,1800
False,1864,42797,9675,1700
True,1864,14176,10322,1800
False,1689,9881,3844,1700
True,1857,13496,9201,1800
False,1711,9662,4923,1800
True,1759,6771,4699,1700
False,1860,26935,10376,1700
False,1830,52647,7891,1700
False,1881,7017,11311,1700
False,1817,48721,7382,1700
True,1738,28172,5617,1700
False,1771,6490,4679,1800
False,1766,16896,5288,1800
False,1870,401,9907,1700
False,1847,40136,9408,1700
False,1803,7621,6612,1700
False,1909,30683,11979,1700
True,1814,33023,6701,1800
False,1657,6514,3800,1700
False,1799,5089,4590,1800
False,1802,23275,6861,1700
False,1882,11372,10645,1700
False,1628,39452,4062,1800
False,1832,10724,7501,1600
True,1781,40860,6104,1700
True,1849,21666,9330,1800
True,1887,15547,10827,1800
False,1933,30288,11944,1700
False,1922,23762,11639,1800
False,1870,28107,10391,1700
True,1745,19595,5377,1700
True,1799,1968,4328,1700
False,1804,33803,6676,1700
True,1789,36406,5882,1700
True,1811,9904,7128,1800
False,1885,35998,11103,1700
True,1843,42303,8489,1800
False,1908,34328,12350,1700
True,1882,24742,10797,1800
False,1795,2119,4358,1800
False,1769,50750,6395,1800
False,1767,9107,4898,1800
False,1785,25940,5557,1800
False,1564,1513,3253,1800
True,1860,1387,9758,1800
True,1820,40515,7726,1800
False,1799,13159,5109,1800
True,1844,14575,9047,1800
False,1909,39907,12455,1800
True,1838,8428,8144,1800
False,1794,29700,5675,1800
False,1915,32149,12145,1800
False,1798,7902,4793,1800
False,1797,6701,4689,1800
True,1819,7815,7025,1800
True,1877,30667,9463,1800
False,1917,30902,12003,1700
True,1814,4899,7183,1800
True,1804,7926,7119,1800
False,1567,17779,3429,1800
False,1848,26429,8454,1700
False,1631,11578,3859,1700
False,1767,2129,4363,1800
False,1925,21873,11549,1800
False,1775,17595,5308,1800
False,1751,34634,5808,1800
True,1872,47342,9621,1800
True,1805,27000,6801,1800
False,1775,44934,6281,1800
True,1879,39896,9503,1800
False,1971,16721,11460,1700
False,1909,39467,12450,1800
True,1856,15489,8818,1800
True,1874,36919,9438,1800
False,1917,25776,11722,1800
False,1685,4722,3736,1800
False,1631,2062,3577,1800
True,1855,37342,8734,1800
False,1631,14947,3894,1900
False,1616,40339,4067,1800
False,1799,7416,4768,1800
True,1820,30717,8376,1800
True,1881,27731,11271,1800
False,1917,51519,12704,1700
True,1880,26061,11127,1800
False,1920,32619,12225,1800
False,1627,12544,3869,1800
True,1864,11144,10150,1800
False,1917,32739,12260,1800
False,1771,1606,4273,1800
True,1841,19691,8803,1800
False,1694,18569,3939,1800
False,1917,23194,11619,1800
True,1828,1042,7702,1800
False,1927,23335,11624,1800
False,1890,6506,10610,1700
False,1804,3760,7302,1700
False,1927,29987,11909,1800
False,1910,29195,11836,1800
True,1812,786,7203,1800
True,1843,45980,9172,1800
True,1880,47501,10486,1800
True,1846,8644,9177,1800
True,1844,36479,8699,1800
False,1911,25067,11708,1800
False,1580,46125,3518,1800
False,1706,36338,5877,1800
False,1785,21201,5426,1800
False,1755,14611,5168,1800
True,1867,32969,9626,1800
False,1928,49531,12560,1800
True,1805,32047,7337,1800
True,1874,17965,9640,1800
True,1882,15502,10970,1800
False,1797,46260,6316,1800
True,1889,12659,11217,1800
False,1511,28422,3473,1800
True,1825,23389,7781,1800
False,1622,7444,3820,1800
False,1795,23684,5503,1800
True,1840,51235,8763,1800
False,1798,7907,4798,1800
True,1826,21767,7662,1800
True,1837,8171,8282,1800
False,1759,6781,4709,1800
True,1853,21783,8918,1800
False,1564,1114,3220,1800
False,1799,38621,5985,1800
True,1837,7364,7559,1800
False,1770,8940,4883,1800
False,1909,44717,12535,1800
False,1547,5919,3354,1800
False,1651,29547,3988,1800
True,1881,6880,10890,1800
False,1732,5010,4585,1800
False,1882,7805,10695,1700
False,1746,21843,5454,1800
False,1910,20707,11534,1800
True,1837,7404,7986,1800
True,1896,24035,10506,1800
False,1775,24015,5513,1800
False,1779,30564,5695,1800
True,1883,30640,10999,1800
False,1711,4705,4565,1800
False,1878,30295,9812,1700
False,1608,1745,3572,1800
False,1820,32812,8302,1700
True,1853,33667,8479,1800
True,1866,41827,9887,1800
False,1902,32426,12190,1800
False,1906,50796,12595,1800
True,1866,10603,9735,1800
True,1854,20609,9082,1800
True,1847,6909,8514,1800
True,1850,31291,8450,1800
True,1818,42834,6961,1800
True,1880,4252,10832,1800
False,1564,23045,3454,1800
False,1861,27730,10180,1700
False,1745,9811,4928,1800
True,1850,43325,8813,1800
False,1776,11194,5015,1800
False,1752,6346,4669,1800
True,1862,6241,9745,1800
False,1771,1377,4234,1800
True,1855,32512,8674,1800
False,1794,44140,6236,1800
False,1873,3312,9528,1700
True,1880,4392,10650,1800
False,1770,41796,6148,1800
True,1749,23281,5498,1700
False,1832,19398,8222,1700
True,1803,7639,7342,1800
True,1814,4808,7000,1800
False,1801,49650,7055,1600
False,1771,20749,5411,1800
False,1911,31929,12105,1800
False,1933,51351,12679,1800
False,1936,51445,12694,1800
False,1764,14424,5158,1800
False,1787,11951,5044,1800
True,1821,15176,8119,1800
False,1729,29226,5656,1800
False,1799,1660,4278,1800
True,1784,48925,6371,1700
True,1884,16981,10994,1800
True,1866,12103,10115,1800
True,1838,41813,8036,1800
False,1660,41076,4072,1800
False,1797,3950,4515,1800
False,1712,3912,4510,1800
False,1920,49821,12565,1700
False,1798,40405,6079,1800
False,1723,31275,5715,1800
True,1834,46947,7622,1800
False,1908,53045,12774,1800
True,1835,28724,8331,1800
False,1711,4320,4545,1800
True,1823,19694,8361,1800
True,1866,10910,9961,1800
False,1789,45160,6286,1800
False,1752,38529,5980,1800
False,1558,1992,3290,1800
True,1896,4368,11339,1800
True,1894,1446,10431,1800
False,1765,29372,5670,1800
False,1769,3559,4452,1800
False,1798,53020,6439,1800
False,1919,32004,12115,1800
False,1564,1134,3240,1800
False,1910,51380,12684,1800
False,1564,1518,3255,1800
True,1812,52767,7010,1800
True,1834,52555,7731,1800
True,1888,31781,10545,1800
False,1884,15826,10743,1700
False,1825,42442,8139,1700
True,1824,36157,7851,1800
False,1547,5944,3379,1800
False,1797,34010,5788,1800
False,1689,10590,3849,1800
True,1861,35452,9807,1800
False,1837,5590,8406,1700
True,1803,7619,7213,1800
False,1580,28108,3468,1800
False,1794,40971,6114,1800
True,1778,44562,6261,1700
True,1833,41639,8386,1800
False,1697,21513,3954,1800
True,1828,14280,7521,1800
False,1569,42399,3503,1800
True,1881,10668,11093,1800
True,1883,30040,10783,1800
False,1799,1950,4323,1800
False,1769,15254,5188,1800
True,1828,31034,7926,1800
False,1919,19190,11509,1800
False,1724,48433,6356,1800
True,1814,4822,6497,1800
True,1825,34770,7687,1800
True,1861,12980,10155,1800
True,1861,2502,9832,1800
True,1859,43232,8768,1800
False,1793,41299,6134,1800
False,1703,12014,5054,1800
False,1633,4182,3711,1800
False,1755,14464,5163,1800
True,1832,4002,8257,1800
False,1971,11077,11446,1800
True,1832,24244,7692,1800
True,1721,4084,4535,1700
False,1916,33915,12330,1800
False,1905,34369,12355,1800
False,1756,10597,4966,1800
False,1723,8910,4878,1800
False,1918,32592,12220,1800
True,1832,7366,7956,1800
True,1812,30127,6726,1800
True,1859,17398,8464,1800
True,1891,38983,11212,1800
False,1738,15100,5183,1800
False,1709,10351,4952,1800
True,1897,12681,10822,1800
True,1828,14379,7831,1800
False,1771,6939,4733,1800
True,1806,33217,7070,1800
False,1698,52086,4127,1800
False,1793,8672,4858,1800
True,1880,3635,11398,1800
True,1840,38236,8938,1800
False,1786,27366,5597,1800
False,1773,42839,6181,1800
False,1608,397,3547,1800
False,1778,3579,4472,1800
False,1621,5287,3761,1700
False,1869,19126,10351,1700
True,1850,9317,9265,1800
True,1863,5051,9778,1800
True,1810,30607,6562,1800
False,1520,33891,3483,1800
False,1779,17684,5313,1800
True,1875,35545,10327,1800
False,1684,42022,4077,1800
False,1793,11454,5030,1800
False,1694,35624,4027,1800
True,1832,22022,7841,1800
False,1569,39054,3498,1800
False,1729,3820,4485,1800
False,1785,6146,4659,1800
False,1675,3861,3631,1800
False,1928,32890,12290,1800
True,1835,3178,8114,1800
False,1780,38997,6000,1800
False,1789,41014,6119,1800
False,1792,29291,5665,1800
True,1809,34827,7148,1800
False,1928,18492,11485,1800
False,1928,50449,12580,1800
True,1880,4915,10900,1800
True,1856,20336,9057,1800
True,1867,32132,10313,1800
True,1844,2022,9245,1800
False,1928,24864,11698,1800
False,1756,16199,5248,1800
False,1767,8531,4848,1800
True,1875,1457,9817,1800
True,1825,43328,7906,1800
True,1862,6211,10273,1800
False,1901,31179,12028,1800
False,1740,20263,5397,1800
True,1864,20631,10071,1800
True,1840,38517,8539,1800
True,1881,43685,11004,1800
False,1547,5914,3349,1800
False,1533,3595,3319,1800
True,1856,4358,9187,1800
False,1756,7851,4788,1800
False,1915,51241,12660,1800
True,1843,34071,8988,1800
False,1744,34123,5793,1800
True,1873,11426,9448,1800
True,1800,41642,7153,1800
True,1840,52713,8963,1800
True,1853,25572,8798,1800
False,1621,7241,3815,1800
False,1725,2971,4417,1800
False,1926,51758,12739,1800
False,1633,4152,3681,1800
True,1796,5108,4595,1700
True,1862,40658,10210,1800
True,1889,30179,10446,1800
False,1799,1841,4298,1800
False,1547,5934,3369,1800
True,1823,40143,7602,1800
False,1775,4008,4520,1800
True,1871,33579,9478,1800
True,1814,3067,6597,1800
False,1804,19771,6851,1900
False,1792,4797,4570,1800
True,1820,41480,8169,1800
True,1822,25444,7976,1800
False,1833,38811,8174,1700
False,1795,33478,5778,1800
True,1872,39102,9941,1800
True,1866,39995,10381,1800
True,1802,40281,7158,1800
True,1880,36872,11368,1800
True,1882,2677,11147,1800
True,1876,5332,9433,1800
False,1778,44408,6251,1800
False,1927,30816,11994,1800
False,1789,44875,6276,1800
True,1865,12584,10263,1800
True,1824,30236,7627,1800
False,1791,36501,5887,1800
False,1913,31307,12043,1800
True,1818,3309,7198,1800
True,1890,22848,10555,1800
True,1825,40257,7496,1800
False,1767,9414,4908,1800
True,1823,28077,8184,1800
True,1848,42950,9310,1800
True,1897,25141,10920,1800
True,1888,1472,10595,1800
True,1835,3183,8105,1800
False,1925,51335,12674,1800
True,1887,25951,11354,1800
False,1933,28031,11776,1800
False,1793,35152,5823,1800
False,1788,10731,4980,1800
False,1640,8885,3834,1800
True,1832,4960,8237,1800
True,1888,23874,10680,1800
True,1858,50567,9394,1800
False,1789,11409,5025,1800
False,1596,4391,3334,1800
True,1809,4744,7307,1800
True,1860,20588,9872,1800
False,1771,14860,5173,1800
True,1852,16134,8893,1800
True,1811,2648,7397,1800
False,1925,33843,12325,1800
False,1628,17208,3929,1800
True,1833,44492,7826,1800
True,1888,24945,10535,1800
False,1511,25326,3459,1800
